0 OPEN 
50174 RULE d820eb40bb79466f33bf732077f800f2_7896f187a7518669e00f7ab54c193e99_cba5d188eef7e9799d1892017403d29_9214f8282da3c7c1bdff1cc23fd7d181_cba5d188eef7e9799d1892017403d29
50176 NODE 9214f8282da3c7c1bdff1cc23fd7d181_cba5d188eef7e9799d1892017403d29
50215 RULE 4c1f18adab98d136c1b9aaed60f2e41c_9214f8282da3c7c1bdff1cc23fd7d181_cba5d188eef7e9799d1892017403d29_91137d0b9880d503ee02885a055a7a04_cba5d188eef7e9799d1892017403d29
50216 NODE 91137d0b9880d503ee02885a055a7a04_cba5d188eef7e9799d1892017403d29
50255 RULE cea77a2f7339b0ebc29955a3edd3ade3_91137d0b9880d503ee02885a055a7a04_cba5d188eef7e9799d1892017403d29_50c8be12f911c5057bf631fcbf69248a_cba5d188eef7e9799d1892017403d29
50257 NODE 50c8be12f911c5057bf631fcbf69248a_cba5d188eef7e9799d1892017403d29
50297 RULE 5c77170dd57aa6fc00c17ee3c7e78ccd_50c8be12f911c5057bf631fcbf69248a_cba5d188eef7e9799d1892017403d29_7c773e18b3433355e378190f9900ed5d_cba5d188eef7e9799d1892017403d29
50299 NODE 7c773e18b3433355e378190f9900ed5d_cba5d188eef7e9799d1892017403d29
50339 RULE f8cf76c91ab733b009054edeedb1d2f8_7c773e18b3433355e378190f9900ed5d_cba5d188eef7e9799d1892017403d29_dbad29017f23bd3de3795740a810501c_cba5d188eef7e9799d1892017403d29
50341 NODE dbad29017f23bd3de3795740a810501c_cba5d188eef7e9799d1892017403d29
50437 RULE 9f0c0400b21c4eec2974ec0b8d19ebb9_dbad29017f23bd3de3795740a810501c_cba5d188eef7e9799d1892017403d29_c28c809db2858512388f515827e0dc1f_cba5d188eef7e9799d1892017403d29
50438 NODE c28c809db2858512388f515827e0dc1f_cba5d188eef7e9799d1892017403d29
50478 RULE 237c056eb4262a024ab1fd44840101c6_c28c809db2858512388f515827e0dc1f_cba5d188eef7e9799d1892017403d29_1384531fa1fdb7d4e30d7f2c4a63571d_cba5d188eef7e9799d1892017403d29
50479 NODE 1384531fa1fdb7d4e30d7f2c4a63571d_cba5d188eef7e9799d1892017403d29
50519 RULE 552553eda0e8d8636618c95e092277b0_1384531fa1fdb7d4e30d7f2c4a63571d_cba5d188eef7e9799d1892017403d29_7e73e2206047ea3561e8c9cb7d826746_cba5d188eef7e9799d1892017403d29
50520 NODE 7e73e2206047ea3561e8c9cb7d826746_cba5d188eef7e9799d1892017403d29
50559 RULE 70cc981e905ae18e1c6074578475b6a5_7e73e2206047ea3561e8c9cb7d826746_cba5d188eef7e9799d1892017403d29_810de4d8a7cc0fc848a813a0e2335067_cba5d188eef7e9799d1892017403d29
50562 NODE 810de4d8a7cc0fc848a813a0e2335067_cba5d188eef7e9799d1892017403d29
50601 RULE 433cccb048ba21c7067c9a82da6e3286_810de4d8a7cc0fc848a813a0e2335067_cba5d188eef7e9799d1892017403d29_dc59b15e92f52ea451851877f326fabb_cba5d188eef7e9799d1892017403d29
50602 NODE dc59b15e92f52ea451851877f326fabb_cba5d188eef7e9799d1892017403d29
50642 RULE a53a12e87c6fc763bb9ed8bd1188ff98_dc59b15e92f52ea451851877f326fabb_cba5d188eef7e9799d1892017403d29_454da26ac7a5099325f6424b5d6ce700_cba5d188eef7e9799d1892017403d29
50644 NODE 454da26ac7a5099325f6424b5d6ce700_cba5d188eef7e9799d1892017403d29
50689 RULE d820eb40bb79466f33bf732077f800f2_454da26ac7a5099325f6424b5d6ce700_cba5d188eef7e9799d1892017403d29_70bd6cbdc3e06a3bd367c0567a68500a_cba5d188eef7e9799d1892017403d29
50690 NODE 70bd6cbdc3e06a3bd367c0567a68500a_cba5d188eef7e9799d1892017403d29
50729 RULE fcc932f6797bec5c4fa9a0919113472d_70bd6cbdc3e06a3bd367c0567a68500a_cba5d188eef7e9799d1892017403d29_bd9832247dfe088f1c27e6ed870f0133_cba5d188eef7e9799d1892017403d29
50731 NODE bd9832247dfe088f1c27e6ed870f0133_cba5d188eef7e9799d1892017403d29
50770 RULE cea77a2f7339b0ebc29955a3edd3ade3_bd9832247dfe088f1c27e6ed870f0133_cba5d188eef7e9799d1892017403d29_180fc07ba8f7f762cc129d542f4c5e7c_cba5d188eef7e9799d1892017403d29
50771 NODE 180fc07ba8f7f762cc129d542f4c5e7c_cba5d188eef7e9799d1892017403d29
50811 RULE 5c77170dd57aa6fc00c17ee3c7e78ccd_180fc07ba8f7f762cc129d542f4c5e7c_cba5d188eef7e9799d1892017403d29_a95d2dd5be7070c6d3403f5a2e5ab201_cba5d188eef7e9799d1892017403d29
50813 NODE a95d2dd5be7070c6d3403f5a2e5ab201_cba5d188eef7e9799d1892017403d29
50852 RULE eda72887d51466ca12ef9fb370a5f983_a95d2dd5be7070c6d3403f5a2e5ab201_cba5d188eef7e9799d1892017403d29_f40c4593110fda3224780ecd5ab5107a_cba5d188eef7e9799d1892017403d29
50854 NODE f40c4593110fda3224780ecd5ab5107a_cba5d188eef7e9799d1892017403d29
50941 RULE 9f0c0400b21c4eec2974ec0b8d19ebb9_f40c4593110fda3224780ecd5ab5107a_cba5d188eef7e9799d1892017403d29_ef2e284df6228e0b7a756e6d2fef4e79_cba5d188eef7e9799d1892017403d29
50943 NODE ef2e284df6228e0b7a756e6d2fef4e79_cba5d188eef7e9799d1892017403d29
50986 RULE 810e9f9121da2b5da54a7b43a369b33_ef2e284df6228e0b7a756e6d2fef4e79_cba5d188eef7e9799d1892017403d29_b2069b39a8cf9153f66207de11484eb6_cba5d188eef7e9799d1892017403d29
50988 NODE b2069b39a8cf9153f66207de11484eb6_cba5d188eef7e9799d1892017403d29
51043 RULE dbdc342f3d4f7725f91a0be890ef88eb_b2069b39a8cf9153f66207de11484eb6_cba5d188eef7e9799d1892017403d29_9de64304909af71ff1ac19c9d530f3ac_cba5d188eef7e9799d1892017403d29
51045 NODE 9de64304909af71ff1ac19c9d530f3ac_cba5d188eef7e9799d1892017403d29
51089 RULE 70cc981e905ae18e1c6074578475b6a5_9de64304909af71ff1ac19c9d530f3ac_cba5d188eef7e9799d1892017403d29_92230454561a64f4cf85e19258efc45b_cba5d188eef7e9799d1892017403d29
51092 NODE 92230454561a64f4cf85e19258efc45b_cba5d188eef7e9799d1892017403d29
51132 RULE 433cccb048ba21c7067c9a82da6e3286_92230454561a64f4cf85e19258efc45b_cba5d188eef7e9799d1892017403d29_c77d28349582ffea72d2a694dbfe5cc9_cba5d188eef7e9799d1892017403d29
51133 NODE c77d28349582ffea72d2a694dbfe5cc9_cba5d188eef7e9799d1892017403d29
51173 RULE a53a12e87c6fc763bb9ed8bd1188ff98_c77d28349582ffea72d2a694dbfe5cc9_cba5d188eef7e9799d1892017403d29_4601ef990e3a82758dfeb5484687788d_cba5d188eef7e9799d1892017403d29
51174 NODE 4601ef990e3a82758dfeb5484687788d_cba5d188eef7e9799d1892017403d29
51220 RULE d820eb40bb79466f33bf732077f800f2_4601ef990e3a82758dfeb5484687788d_cba5d188eef7e9799d1892017403d29_b4cb8300b0389bcea647b3bf52c12d8d_cba5d188eef7e9799d1892017403d29
51221 NODE b4cb8300b0389bcea647b3bf52c12d8d_cba5d188eef7e9799d1892017403d29
51260 RULE d0ab7024fc8aeef39a9a6d87bc3006c1_b4cb8300b0389bcea647b3bf52c12d8d_cba5d188eef7e9799d1892017403d29_11fd9d1254eaf8b6b4a87194271401b1_cba5d188eef7e9799d1892017403d29
51262 NODE 11fd9d1254eaf8b6b4a87194271401b1_cba5d188eef7e9799d1892017403d29
51303 RULE cea77a2f7339b0ebc29955a3edd3ade3_11fd9d1254eaf8b6b4a87194271401b1_cba5d188eef7e9799d1892017403d29_76716a0b4f2a3ef663c2f1d424eed96e_cba5d188eef7e9799d1892017403d29
51305 NODE 76716a0b4f2a3ef663c2f1d424eed96e_cba5d188eef7e9799d1892017403d29
51344 RULE 5c77170dd57aa6fc00c17ee3c7e78ccd_76716a0b4f2a3ef663c2f1d424eed96e_cba5d188eef7e9799d1892017403d29_def9738fe0067d07c750da97bbddcc85_cba5d188eef7e9799d1892017403d29
51345 NODE def9738fe0067d07c750da97bbddcc85_cba5d188eef7e9799d1892017403d29
51386 RULE 603c22109de02267c154c3c2255de240_def9738fe0067d07c750da97bbddcc85_cba5d188eef7e9799d1892017403d29_9aa90d2a3a52b329b253846c70c037db_cba5d188eef7e9799d1892017403d29
51387 NODE 9aa90d2a3a52b329b253846c70c037db_cba5d188eef7e9799d1892017403d29
51481 RULE 9f0c0400b21c4eec2974ec0b8d19ebb9_9aa90d2a3a52b329b253846c70c037db_cba5d188eef7e9799d1892017403d29_2c7a843b1b828a681ce5e55e7129b19e_cba5d188eef7e9799d1892017403d29
51483 NODE 2c7a843b1b828a681ce5e55e7129b19e_cba5d188eef7e9799d1892017403d29
51526 RULE 2e7d0108d22a57e0d5963422a294cb2b_2c7a843b1b828a681ce5e55e7129b19e_cba5d188eef7e9799d1892017403d29_4b8cdf0763e6edf38f6af0d10f031089_cba5d188eef7e9799d1892017403d29
51528 NODE 4b8cdf0763e6edf38f6af0d10f031089_cba5d188eef7e9799d1892017403d29
51567 RULE dbdc342f3d4f7725f91a0be890ef88eb_4b8cdf0763e6edf38f6af0d10f031089_cba5d188eef7e9799d1892017403d29_79f1b89c9d397c1ada0bd0b4b2641376_cba5d188eef7e9799d1892017403d29
51569 NODE 79f1b89c9d397c1ada0bd0b4b2641376_cba5d188eef7e9799d1892017403d29
51608 RULE 70cc981e905ae18e1c6074578475b6a5_79f1b89c9d397c1ada0bd0b4b2641376_cba5d188eef7e9799d1892017403d29_30c1952a9e342322b8ef8850bfc1876d_cba5d188eef7e9799d1892017403d29
51611 NODE 30c1952a9e342322b8ef8850bfc1876d_cba5d188eef7e9799d1892017403d29
51650 RULE 433cccb048ba21c7067c9a82da6e3286_30c1952a9e342322b8ef8850bfc1876d_cba5d188eef7e9799d1892017403d29_2043ae665731157538b947c3e167847c_cba5d188eef7e9799d1892017403d29
51652 NODE 2043ae665731157538b947c3e167847c_cba5d188eef7e9799d1892017403d29
51692 RULE a53a12e87c6fc763bb9ed8bd1188ff98_2043ae665731157538b947c3e167847c_cba5d188eef7e9799d1892017403d29_61950ca9a6dd5521c17a31c44cacb156_cba5d188eef7e9799d1892017403d29
51694 NODE 61950ca9a6dd5521c17a31c44cacb156_cba5d188eef7e9799d1892017403d29
51735 RULE d820eb40bb79466f33bf732077f800f2_61950ca9a6dd5521c17a31c44cacb156_cba5d188eef7e9799d1892017403d29_a3f11555bad39471d6a2613a4b049e6d_cba5d188eef7e9799d1892017403d29
51736 NODE a3f11555bad39471d6a2613a4b049e6d_cba5d188eef7e9799d1892017403d29
51779 RULE 4c1f18adab98d136c1b9aaed60f2e41c_a3f11555bad39471d6a2613a4b049e6d_cba5d188eef7e9799d1892017403d29_5b1411eb647dba6f6bb9878c0209c838_cba5d188eef7e9799d1892017403d29
51781 NODE 5b1411eb647dba6f6bb9878c0209c838_cba5d188eef7e9799d1892017403d29
51824 RULE cea77a2f7339b0ebc29955a3edd3ade3_5b1411eb647dba6f6bb9878c0209c838_cba5d188eef7e9799d1892017403d29_b06f9b577dfe949ee855c1d24246810e_cba5d188eef7e9799d1892017403d29
51826 NODE b06f9b577dfe949ee855c1d24246810e_cba5d188eef7e9799d1892017403d29
51869 RULE 5c77170dd57aa6fc00c17ee3c7e78ccd_b06f9b577dfe949ee855c1d24246810e_cba5d188eef7e9799d1892017403d29_8eb872a2d4dfd1c2ca6b27e64c24e0c_cba5d188eef7e9799d1892017403d29
51871 NODE 8eb872a2d4dfd1c2ca6b27e64c24e0c_cba5d188eef7e9799d1892017403d29
51913 RULE f8cf76c91ab733b009054edeedb1d2f8_8eb872a2d4dfd1c2ca6b27e64c24e0c_cba5d188eef7e9799d1892017403d29_ba06e20801332e80ded0e8b328d565ce_cba5d188eef7e9799d1892017403d29
51915 NODE ba06e20801332e80ded0e8b328d565ce_cba5d188eef7e9799d1892017403d29
52005 RULE 9f0c0400b21c4eec2974ec0b8d19ebb9_ba06e20801332e80ded0e8b328d565ce_cba5d188eef7e9799d1892017403d29_c937b783981fd95b0fc46c31d4669368_cba5d188eef7e9799d1892017403d29
52007 NODE c937b783981fd95b0fc46c31d4669368_cba5d188eef7e9799d1892017403d29
52048 RULE 237c056eb4262a024ab1fd44840101c6_c937b783981fd95b0fc46c31d4669368_cba5d188eef7e9799d1892017403d29_5b5e56db5f10295b417a18bc5f90c3b5_cba5d188eef7e9799d1892017403d29
52050 NODE 5b5e56db5f10295b417a18bc5f90c3b5_cba5d188eef7e9799d1892017403d29
52089 RULE 552553eda0e8d8636618c95e092277b0_5b5e56db5f10295b417a18bc5f90c3b5_cba5d188eef7e9799d1892017403d29_ce7c4e405cb2833fea62232c4076bf8c_cba5d188eef7e9799d1892017403d29
52090 NODE ce7c4e405cb2833fea62232c4076bf8c_cba5d188eef7e9799d1892017403d29
52130 RULE 70cc981e905ae18e1c6074578475b6a5_ce7c4e405cb2833fea62232c4076bf8c_cba5d188eef7e9799d1892017403d29_62398d598947079ed18a0bf832e14d7c_cba5d188eef7e9799d1892017403d29
52133 NODE 62398d598947079ed18a0bf832e14d7c_cba5d188eef7e9799d1892017403d29
52173 RULE 433cccb048ba21c7067c9a82da6e3286_62398d598947079ed18a0bf832e14d7c_cba5d188eef7e9799d1892017403d29_6975ca20305fe82a06d7b7fbc7542d4a_cba5d188eef7e9799d1892017403d29
52175 NODE 6975ca20305fe82a06d7b7fbc7542d4a_cba5d188eef7e9799d1892017403d29
52215 RULE a53a12e87c6fc763bb9ed8bd1188ff98_6975ca20305fe82a06d7b7fbc7542d4a_cba5d188eef7e9799d1892017403d29_d93f1ab880a28943f0814fe12f27125f_cba5d188eef7e9799d1892017403d29
52216 NODE d93f1ab880a28943f0814fe12f27125f_cba5d188eef7e9799d1892017403d29
52257 RULE d820eb40bb79466f33bf732077f800f2_d93f1ab880a28943f0814fe12f27125f_cba5d188eef7e9799d1892017403d29_bf4f3e07bac94bf4287a38ced9dc4948_cba5d188eef7e9799d1892017403d29
52258 NODE bf4f3e07bac94bf4287a38ced9dc4948_cba5d188eef7e9799d1892017403d29
52300 RULE 4c1f18adab98d136c1b9aaed60f2e41c_bf4f3e07bac94bf4287a38ced9dc4948_cba5d188eef7e9799d1892017403d29_a31b0d9877132acb032ad09c0faf531c_cba5d188eef7e9799d1892017403d29
52301 NODE a31b0d9877132acb032ad09c0faf531c_cba5d188eef7e9799d1892017403d29
52341 RULE cea77a2f7339b0ebc29955a3edd3ade3_a31b0d9877132acb032ad09c0faf531c_cba5d188eef7e9799d1892017403d29_6c6be1dde91daf29508fb53c6557a976_cba5d188eef7e9799d1892017403d29
52343 NODE 6c6be1dde91daf29508fb53c6557a976_cba5d188eef7e9799d1892017403d29
52383 RULE 5c77170dd57aa6fc00c17ee3c7e78ccd_6c6be1dde91daf29508fb53c6557a976_cba5d188eef7e9799d1892017403d29_5f57b81cc661de0dc10a8b09ec36eeec_cba5d188eef7e9799d1892017403d29
52384 NODE 5f57b81cc661de0dc10a8b09ec36eeec_cba5d188eef7e9799d1892017403d29
52425 RULE f8cf76c91ab733b009054edeedb1d2f8_5f57b81cc661de0dc10a8b09ec36eeec_cba5d188eef7e9799d1892017403d29_1fb82dc429cfeab3535bd86fa8479b14_cba5d188eef7e9799d1892017403d29
52427 NODE 1fb82dc429cfeab3535bd86fa8479b14_cba5d188eef7e9799d1892017403d29
52522 RULE 9f0c0400b21c4eec2974ec0b8d19ebb9_1fb82dc429cfeab3535bd86fa8479b14_cba5d188eef7e9799d1892017403d29_e9800b4241b2e96412afb58a60e4b05f_cba5d188eef7e9799d1892017403d29
52524 NODE e9800b4241b2e96412afb58a60e4b05f_cba5d188eef7e9799d1892017403d29
52565 RULE 237c056eb4262a024ab1fd44840101c6_e9800b4241b2e96412afb58a60e4b05f_cba5d188eef7e9799d1892017403d29_2bb68104e0061830f215a56ff96f7c6d_cba5d188eef7e9799d1892017403d29
52566 NODE 2bb68104e0061830f215a56ff96f7c6d_cba5d188eef7e9799d1892017403d29
52608 RULE 552553eda0e8d8636618c95e092277b0_2bb68104e0061830f215a56ff96f7c6d_cba5d188eef7e9799d1892017403d29_c946b743458b4340bb2a12861b844153_cba5d188eef7e9799d1892017403d29
52610 NODE c946b743458b4340bb2a12861b844153_cba5d188eef7e9799d1892017403d29
52648 RULE 70cc981e905ae18e1c6074578475b6a5_c946b743458b4340bb2a12861b844153_cba5d188eef7e9799d1892017403d29_7eaf5f35d38f5c019f5ac1be24f1db6e_cba5d188eef7e9799d1892017403d29
52651 NODE 7eaf5f35d38f5c019f5ac1be24f1db6e_cba5d188eef7e9799d1892017403d29
52690 RULE 433cccb048ba21c7067c9a82da6e3286_7eaf5f35d38f5c019f5ac1be24f1db6e_cba5d188eef7e9799d1892017403d29_2b77014737fdbfc99a3e1cb8385af3f1_cba5d188eef7e9799d1892017403d29
52692 NODE 2b77014737fdbfc99a3e1cb8385af3f1_cba5d188eef7e9799d1892017403d29
52733 RULE a53a12e87c6fc763bb9ed8bd1188ff98_2b77014737fdbfc99a3e1cb8385af3f1_cba5d188eef7e9799d1892017403d29_963da203f69532d0ad588743222e0874_cba5d188eef7e9799d1892017403d29
52735 NODE 963da203f69532d0ad588743222e0874_cba5d188eef7e9799d1892017403d29
52778 RULE d820eb40bb79466f33bf732077f800f2_963da203f69532d0ad588743222e0874_cba5d188eef7e9799d1892017403d29_c765041535dcacf83b8a26ef4e0e6346_cba5d188eef7e9799d1892017403d29
52780 NODE c765041535dcacf83b8a26ef4e0e6346_cba5d188eef7e9799d1892017403d29
52821 RULE 4c1f18adab98d136c1b9aaed60f2e41c_c765041535dcacf83b8a26ef4e0e6346_cba5d188eef7e9799d1892017403d29_44b21479098de2cca0fb70f32cadfa89_cba5d188eef7e9799d1892017403d29
52823 NODE 44b21479098de2cca0fb70f32cadfa89_cba5d188eef7e9799d1892017403d29
52864 RULE cea77a2f7339b0ebc29955a3edd3ade3_44b21479098de2cca0fb70f32cadfa89_cba5d188eef7e9799d1892017403d29_b738ca18976d65657569f62e30bf6c48_cba5d188eef7e9799d1892017403d29
52866 NODE b738ca18976d65657569f62e30bf6c48_cba5d188eef7e9799d1892017403d29
52906 RULE 5c77170dd57aa6fc00c17ee3c7e78ccd_b738ca18976d65657569f62e30bf6c48_cba5d188eef7e9799d1892017403d29_cd8064267d61a2797f81eecb865d6dee_cba5d188eef7e9799d1892017403d29
52908 NODE cd8064267d61a2797f81eecb865d6dee_cba5d188eef7e9799d1892017403d29
52947 RULE f8cf76c91ab733b009054edeedb1d2f8_cd8064267d61a2797f81eecb865d6dee_cba5d188eef7e9799d1892017403d29_5d3f5fd360615d9c1ba530865547ba9f_cba5d188eef7e9799d1892017403d29
52949 NODE 5d3f5fd360615d9c1ba530865547ba9f_cba5d188eef7e9799d1892017403d29
53040 RULE 9f0c0400b21c4eec2974ec0b8d19ebb9_5d3f5fd360615d9c1ba530865547ba9f_cba5d188eef7e9799d1892017403d29_20057f8ad04b793031ca4ec0b6c09342_cba5d188eef7e9799d1892017403d29
53041 NODE 20057f8ad04b793031ca4ec0b6c09342_cba5d188eef7e9799d1892017403d29
53081 RULE 237c056eb4262a024ab1fd44840101c6_20057f8ad04b793031ca4ec0b6c09342_cba5d188eef7e9799d1892017403d29_28b2adc526779e6470f4c43cea9d2949_cba5d188eef7e9799d1892017403d29
53082 NODE 28b2adc526779e6470f4c43cea9d2949_cba5d188eef7e9799d1892017403d29
53124 RULE 552553eda0e8d8636618c95e092277b0_28b2adc526779e6470f4c43cea9d2949_cba5d188eef7e9799d1892017403d29_c13f5ca85345c90a9060d1572451d541_cba5d188eef7e9799d1892017403d29
53126 NODE c13f5ca85345c90a9060d1572451d541_cba5d188eef7e9799d1892017403d29
53165 RULE 70cc981e905ae18e1c6074578475b6a5_c13f5ca85345c90a9060d1572451d541_cba5d188eef7e9799d1892017403d29_e3be662dddb9a048a75e37cf9f8b0ea1_cba5d188eef7e9799d1892017403d29
53168 NODE e3be662dddb9a048a75e37cf9f8b0ea1_cba5d188eef7e9799d1892017403d29
53208 RULE 433cccb048ba21c7067c9a82da6e3286_e3be662dddb9a048a75e37cf9f8b0ea1_cba5d188eef7e9799d1892017403d29_cc8ef0191523b2e97498157de1aec8d9_cba5d188eef7e9799d1892017403d29
53209 NODE cc8ef0191523b2e97498157de1aec8d9_cba5d188eef7e9799d1892017403d29
53249 RULE a53a12e87c6fc763bb9ed8bd1188ff98_cc8ef0191523b2e97498157de1aec8d9_cba5d188eef7e9799d1892017403d29_4f1ca201e75f9d6963e5facb8ebfc434_cba5d188eef7e9799d1892017403d29
53250 NODE 4f1ca201e75f9d6963e5facb8ebfc434_cba5d188eef7e9799d1892017403d29
53290 RULE d820eb40bb79466f33bf732077f800f2_4f1ca201e75f9d6963e5facb8ebfc434_cba5d188eef7e9799d1892017403d29_822aa9e6d669757b3613aa382ee1823c_cba5d188eef7e9799d1892017403d29
53292 NODE 822aa9e6d669757b3613aa382ee1823c_cba5d188eef7e9799d1892017403d29
53332 RULE 4c1f18adab98d136c1b9aaed60f2e41c_822aa9e6d669757b3613aa382ee1823c_cba5d188eef7e9799d1892017403d29_dcb2026bd7a9328a99d481d247a3953a_cba5d188eef7e9799d1892017403d29
53333 NODE dcb2026bd7a9328a99d481d247a3953a_cba5d188eef7e9799d1892017403d29
53376 RULE cea77a2f7339b0ebc29955a3edd3ade3_dcb2026bd7a9328a99d481d247a3953a_cba5d188eef7e9799d1892017403d29_73f077d9c8b0419935216a9a6f685f7e_cba5d188eef7e9799d1892017403d29
53378 NODE 73f077d9c8b0419935216a9a6f685f7e_cba5d188eef7e9799d1892017403d29
53418 RULE 5c77170dd57aa6fc00c17ee3c7e78ccd_73f077d9c8b0419935216a9a6f685f7e_cba5d188eef7e9799d1892017403d29_7c8089a61fddaacad610245d32fed07e_cba5d188eef7e9799d1892017403d29
53419 NODE 7c8089a61fddaacad610245d32fed07e_cba5d188eef7e9799d1892017403d29
53459 RULE f8cf76c91ab733b009054edeedb1d2f8_7c8089a61fddaacad610245d32fed07e_cba5d188eef7e9799d1892017403d29_c1f16aa91c607a60e0b451ed6220e212_cba5d188eef7e9799d1892017403d29
53460 NODE c1f16aa91c607a60e0b451ed6220e212_cba5d188eef7e9799d1892017403d29
53549 RULE 9f0c0400b21c4eec2974ec0b8d19ebb9_c1f16aa91c607a60e0b451ed6220e212_cba5d188eef7e9799d1892017403d29_1d518ba83425ba224f27204c1e642dbb_cba5d188eef7e9799d1892017403d29
53550 NODE 1d518ba83425ba224f27204c1e642dbb_cba5d188eef7e9799d1892017403d29
53590 RULE 237c056eb4262a024ab1fd44840101c6_1d518ba83425ba224f27204c1e642dbb_cba5d188eef7e9799d1892017403d29_94f9f29db967989aabe0313f1f9ec5da_cba5d188eef7e9799d1892017403d29
53591 NODE 94f9f29db967989aabe0313f1f9ec5da_cba5d188eef7e9799d1892017403d29
53632 RULE 552553eda0e8d8636618c95e092277b0_94f9f29db967989aabe0313f1f9ec5da_cba5d188eef7e9799d1892017403d29_52aa0165f3ba88710f178711f816f1cc_cba5d188eef7e9799d1892017403d29
53633 NODE 52aa0165f3ba88710f178711f816f1cc_cba5d188eef7e9799d1892017403d29
53676 RULE 70cc981e905ae18e1c6074578475b6a5_52aa0165f3ba88710f178711f816f1cc_cba5d188eef7e9799d1892017403d29_b7d770f1423e22d1d5a56fba46ce1cdc_cba5d188eef7e9799d1892017403d29
53679 NODE b7d770f1423e22d1d5a56fba46ce1cdc_cba5d188eef7e9799d1892017403d29
53719 RULE 433cccb048ba21c7067c9a82da6e3286_b7d770f1423e22d1d5a56fba46ce1cdc_cba5d188eef7e9799d1892017403d29_acab95f3f66067c9d6f2f5e662b87a7e_cba5d188eef7e9799d1892017403d29
53721 NODE acab95f3f66067c9d6f2f5e662b87a7e_cba5d188eef7e9799d1892017403d29
53760 RULE a53a12e87c6fc763bb9ed8bd1188ff98_acab95f3f66067c9d6f2f5e662b87a7e_cba5d188eef7e9799d1892017403d29_c256f040504b2c96cd3d9f9fa57137d1_cba5d188eef7e9799d1892017403d29
53762 NODE c256f040504b2c96cd3d9f9fa57137d1_cba5d188eef7e9799d1892017403d29
53801 RULE d820eb40bb79466f33bf732077f800f2_c256f040504b2c96cd3d9f9fa57137d1_cba5d188eef7e9799d1892017403d29_2709617b9078a1ccebd06656a1d1f11f_cba5d188eef7e9799d1892017403d29
53803 NODE 2709617b9078a1ccebd06656a1d1f11f_cba5d188eef7e9799d1892017403d29
53842 RULE aacfcaf0c8695ff5d4612c00c4fbacd4_2709617b9078a1ccebd06656a1d1f11f_cba5d188eef7e9799d1892017403d29_8a36a913194fd937ab01ee92cd53c92e_cba5d188eef7e9799d1892017403d29
53844 NODE 8a36a913194fd937ab01ee92cd53c92e_cba5d188eef7e9799d1892017403d29
53886 RULE cea77a2f7339b0ebc29955a3edd3ade3_8a36a913194fd937ab01ee92cd53c92e_cba5d188eef7e9799d1892017403d29_dddb13e8e4feff415f3b8bdddd6773c1_cba5d188eef7e9799d1892017403d29
53888 NODE dddb13e8e4feff415f3b8bdddd6773c1_cba5d188eef7e9799d1892017403d29
53927 RULE 5c77170dd57aa6fc00c17ee3c7e78ccd_dddb13e8e4feff415f3b8bdddd6773c1_cba5d188eef7e9799d1892017403d29_72854ac4e42d9c6bcbc0bea10b67b9f9_cba5d188eef7e9799d1892017403d29
53929 NODE 72854ac4e42d9c6bcbc0bea10b67b9f9_cba5d188eef7e9799d1892017403d29
53967 RULE dd9207e29ae4e159c077b0a2ce1c4e2f_72854ac4e42d9c6bcbc0bea10b67b9f9_cba5d188eef7e9799d1892017403d29_b38be327ec4735db84897ddc26b92d09_cba5d188eef7e9799d1892017403d29
53969 NODE b38be327ec4735db84897ddc26b92d09_cba5d188eef7e9799d1892017403d29
54058 RULE 9f0c0400b21c4eec2974ec0b8d19ebb9_b38be327ec4735db84897ddc26b92d09_cba5d188eef7e9799d1892017403d29_6979feb1775f69362d13a3e299db639f_cba5d188eef7e9799d1892017403d29
54059 NODE 6979feb1775f69362d13a3e299db639f_cba5d188eef7e9799d1892017403d29
54098 RULE fc441b39a9aa75dab6213440f98d05c6_6979feb1775f69362d13a3e299db639f_cba5d188eef7e9799d1892017403d29_c56b3ce8b77752e365f7732bad1e4e80_cba5d188eef7e9799d1892017403d29
54099 NODE c56b3ce8b77752e365f7732bad1e4e80_cba5d188eef7e9799d1892017403d29
54138 RULE 70cc981e905ae18e1c6074578475b6a5_c56b3ce8b77752e365f7732bad1e4e80_cba5d188eef7e9799d1892017403d29_3f3b60aa5b51064864a5114deb324f7_cba5d188eef7e9799d1892017403d29
54141 NODE 3f3b60aa5b51064864a5114deb324f7_cba5d188eef7e9799d1892017403d29
54185 RULE 433cccb048ba21c7067c9a82da6e3286_3f3b60aa5b51064864a5114deb324f7_cba5d188eef7e9799d1892017403d29_8d2e5625acbf69650ba5cbc29b5a969c_cba5d188eef7e9799d1892017403d29
54186 NODE 8d2e5625acbf69650ba5cbc29b5a969c_cba5d188eef7e9799d1892017403d29
54226 RULE a53a12e87c6fc763bb9ed8bd1188ff98_8d2e5625acbf69650ba5cbc29b5a969c_cba5d188eef7e9799d1892017403d29_7defe5a93799cf6b49da66a38fd5b509_cba5d188eef7e9799d1892017403d29
54228 NODE 7defe5a93799cf6b49da66a38fd5b509_cba5d188eef7e9799d1892017403d29
54268 RULE d820eb40bb79466f33bf732077f800f2_7defe5a93799cf6b49da66a38fd5b509_cba5d188eef7e9799d1892017403d29_3fbf396d17eded266fb26080b2c237ef_cba5d188eef7e9799d1892017403d29
54270 NODE 3fbf396d17eded266fb26080b2c237ef_cba5d188eef7e9799d1892017403d29
